customer_id,customer_name,email,region,signup_date
C00057,John Miller,user57@example.com,Australia,2022-01-29
C00058,Alex Johnson,user58@example.com,South America,2022-01-27
C00059,Chris Davis,user59@example.com,Australia,2021-10-25
C00060,Alex Wilson,user60@example.com,Australia,2021-11-27
C00061,Alex Smith,user61@example.com,Europe,2023-04-04
C00062,Katie Taylor,user62@example.com,North America,2021-11-12
C00063,John Johnson,user63@example.com,Asia,2020-04-14
C00064,Katie Miller,user64@example.com,Europe,2020-09-15
C00065,Emily Smith,user65@example.com,North America,2022-04-15
C00066,Emily Johnson,user66@example.com,South America,2021-03-10
C00067,Jane Taylor,user67@example.com,Australia,2023-12-16
C00068,Jane Brown,user68@example.com,North America,2021-11-12
C00069,Alex Taylor,user69@example.com,Europe,2022-05-27
C00070,Alex Miller,user70@example.com,Australia,2020-01-14
C00071,Mike Davis,user71@example.com,Europe,2022-10-20
C00072,Emily Miller,user72@example.com,Europe,2022-10-17
C00073,Mike Wilson,user73@example.com,North America,2022-09-24
C00074,Sophia Taylor,user74@example.com,Europe,2023-01-08
C00075,Jane Davis,user75@example.com,South America,2023-05-25
C00076,Emily Johnson,user76@example.com,Australia,2023-10-08
C00077,Katie Smith,user77@example.com,Australia,2021-09-30
C00078,Emily Davis,user78@example.com,North America,2021-03-19
C00079,John Johnson,user79@example.com,North America,2021-04-20
C00080,John Davis,user80@example.com,Asia,2023-08-16
C00081,Jane Smith,user81@example.com,Europe,2020-10-07
C00082,Katie Johnson,user82@example.com,South America,2022-09-26
C00083,Emily Miller,user83@example.com,Asia,2022-04-19
C00084,Sophia Davis,user84@example.com,South America,2021-01-27
C00085,Alex Taylor,user85@example.com,North America,2023-03-26
C00086,Emily Taylor,user86@example.com,North America,2023-05-15
C00087,Mike Davis,user87@example.com,South America,2020-05-06
C00088,Jane Johnson,user88@example.com,Australia,2021-06-22
C00089,Mike Wilson,user89@example.com,North America,2023-10-21
C00090,Mike Moore,user90@example.com,North America,2022-04-21
C00091,Sophia Smith,user91@example.com,South America,2020-03-13
C00092,Jane Smith,user92@example.com,South America,2020-02-29
C00093,Mike Wilson,user93@example.com,North America,2022-11-30
C00094,Jane Davis,user94@example.com,Europe,2020-12-30
C00095,Emily Davis,user95@example.com,North America,2023-11-22
C00096,Sophia Brown,user96@example.com,South America,2021-05-15
C00097,Mike Brown,user97@example.com,Europe,2022-03-30
C00098,Chris Taylor,user98@example.com,South America,2023-03-04
C00099,Emily Johnson,user99@example.com,North America,2022-02-11
C00100,Sophia Johnson,user100@example.com,Asia,2023-09-15
C00101,John Smith,user101@example.com,North America,2020-10-18
C00102,Jane Davis,user102@example.com,North America,2022-05-18
C00103,Alex Moore,user103@example.com,Asia,2023-02-26
C00104,Sophia Taylor,user104@example.com,Australia,2020-02-05
C00105,Emily Moore,user105@example.com,Europe,2021-01-11
C00106,John Brown,user106@example.com,Europe,2023-11-05
C00107,Mike Smith,user107@example.com,Europe,2021-01-11
C00108,Mike Miller,user108@example.com,South America,2020-11-02
C00109,Sophia Miller,user109@example.com,South America,2020-05-07
C00110,Mike Taylor,user110@example.com,Europe,2023-03-01
C00111,Alex Davis,user111@example.com,Asia,2022-06-28
C00112,Chris Davis,user112@example.com,Asia,2022-02-06
C00113,John Smith,user113@example.com,South America,2021-11-21
C00114,Katie Smith,user114@example.com,Australia,2023-10-17
C00115,John Taylor,user115@example.com,Europe,2020-02-17
C00116,Alex Smith,user116@example.com,North America,2022-03-31
C00117,Jane Brown,user117@example.com,South America,2020-08-01
C00118,Jane Johnson,user118@example.com,Europe,2022-07-26
C00119,Emily Moore,user119@example.com,Australia,2023-05-25
C00120,Jane Davis,user120@example.com,Asia,2020-03-17
C00121,John Johnson,user121@example.com,South America,2022-06-03
C00122,Mike Wilson,user122@example.com,South America,2023-08-10
C00123,Chris Davis,user123@example.com,Europe,2022-08-04
C00124,Katie Davis,user124@example.com,Australia,2020-02-18
C00125,Chris Moore,user125@example.com,North America,2020-05-17
C00126,Alex Miller,user126@example.com,Australia,2021-11-28
C00127,Sophia Wilson,user127@example.com,Europe,2023-10-20
C00128,Jane Smith,user128@example.com,Australia,2020-08-08
C00129,Sophia Johnson,user129@example.com,North America,2020-12-19
C00130,Jane Davis,user130@example.com,South America,2020-03-20
C00131,Chris Brown,user131@example.com,Asia,2020-04-24
C00132,Katie Johnson,user132@example.com,Asia,2021-02-28
C00133,Emily Wilson,user133@example.com,North America,2023-04-11
C00134,Chris Brown,user134@example.com,Europe,2021-03-03
C00135,Sophia Miller,user135@example.com,Asia,2021-06-01
C00136,John Miller,user136@example.com,Australia,2021-09-25
C00137,Jane Brown,user137@example.com,Australia,2023-06-06
C00138,Chris Johnson,user138@example.com,Australia,2020-03-08
C00139,Jane Brown,user139@example.com,Asia,2022-07-25
C00140,Chris Miller,user140@example.com,North America,2022-06-12
C00141,Emily Wilson,user141@example.com,Australia,2023-05-12
C00142,Emily Miller,user142@example.com,Europe,2022-09-01
C00143,Sophia Miller,user143@example.com,Australia,2020-12-01
C00144,John Johnson,user144@example.com,Europe,2020-08-22
C00145,Mike Miller,user145@example.com,Europe,2022-02-22
C00146,John Smith,user146@example.com,South America,2021-01-08
C00147,Katie Brown,user147@example.com,Europe,2020-05-31
C00148,Chris Brown,user148@example.com,South America,2023-02-02
C00149,Sophia Moore,user149@example.com,Europe,2023-08-22
C00150,John Johnson,user150@example.com,Australia,2021-01-31
C00151,Jane Brown,user151@example.com,North America,2023-11-05
C00152,John Wilson,user152@example.com,Europe,2021-05-01
C00153,Alex Moore,user153@example.com,Australia,2023-11-06
C00154,Alex Smith,user154@example.com,North America,2021-04-18
C00155,Chris Wilson,user155@example.com,South America,2023-04-19
C00156,John Wilson,user156@example.com,Europe,2023-07-24
C00157,Emily Davis,user157@example.com,Asia,2020-05-28
C00158,Jane Wilson,user158@example.com,North America,2023-05-06
C00159,Mike Brown,user159@example.com,Asia,2020-11-18
C00160,Emily Brown,user160@example.com,Australia,2023-03-29
C00161,Alex Moore,user161@example.com,South America,2022-02-12
C00162,John Brown,user162@example.com,North America,2023-08-21
C00163,Katie Moore,user163@example.com,Europe,2023-06-02
C00164,Emily Miller,user164@example.com,South America,2020-10-27
C00165,Alex Johnson,user165@example.com,South America,2020-08-18
C00166,Mike Smith,user166@example.com,South America,2020-01-06
C00167,Sophia Davis,user167@example.com,South America,2021-11-21
C00168,Emily Taylor,user168@example.com,Asia,2021-04-04
C00169,Katie Miller,user169@example.com,Europe,2020-02-20
C00170,Emily Davis,user170@example.com,South America,2022-09-10
C00171,John Davis,user171@example.com,Europe,2020-06-23
C00172,Mike Wilson,user172@example.com,Australia,2020-11-22
C00173,Chris Johnson,user173@example.com,Asia,2020-12-20
C00174,Chris Wilson,user174@example.com,Asia,2022-05-05
C00175,Mike Wilson,user175@example.com,Europe,2020-03-27
C00176,John Johnson,user176@example.com,Australia,2020-04-23
C00177,Chris Brown,user177@example.com,South America,2023-02-19
C00178,Chris Smith,user178@example.com,Asia,2020-09-14
C00179,Jane Moore,user179@example.com,Australia,2020-10-24
C00180,Katie Wilson,user180@example.com,Australia,2022-11-12
C00181,Mike Johnson,user181@example.com,Asia,2021-04-22
C00182,Mike Davis,user182@example.com,North America,2023-08-29
C00183,Chris Smith,user183@example.com,South America,2022-08-06
C00184,Mike Smith,user184@example.com,North America,2022-06-29
C00185,Emily Wilson,user185@example.com,Australia,2021-07-26
C00186,Mike Johnson,user186@example.com,Australia,2021-01-07
C00187,Katie Wilson,user187@example.com,South America,2022-07-18
C00188,Jane Miller,user188@example.com,Asia,2020-04-20
C00189,Chris Moore,user189@example.com,North America,2021-10-08
C00190,Katie Moore,user190@example.com,South America,2021-08-08
C00191,Chris Brown,user191@example.com,South America,2023-06-24
C00192,Emily Moore,user192@example.com,Asia,2023-02-20
C00193,Mike Brown,user193@example.com,South America,2021-10-25
C00194,Chris Moore,user194@example.com,North America,2022-10-02
C00195,John Miller,user195@example.com,Europe,2023-01-13
C00196,Chris Davis,user196@example.com,North America,2023-01-01
C00197,Mike Wilson,user197@example.com,Australia,2022-06-30
C00198,Sophia Taylor,user198@example.com,North America,2020-12-07
C00199,Sophia Davis,user199@example.com,North America,2023-01-26
C00200,Sophia Brown,user200@example.com,Australia,2020-10-24
C00201,Jane Miller,user201@example.com,Europe,2020-05-07
C00202,Katie Johnson,user202@example.com,Australia,2022-03-30
C00203,Emily Miller,user203@example.com,North America,2021-01-31
C00204,Emily Davis,user204@example.com,Europe,2020-11-04
C00205,Alex Smith,user205@example.com,Europe,2020-11-21
C00206,John Davis,user206@example.com,North America,2023-11-20
C00207,Sophia Johnson,user207@example.com,Asia,2023-09-14
C00208,Sophia Moore,user208@example.com,Asia,2022-11-27
C00209,Emily Moore,user209@example.com,Europe,2023-11-21
C00210,Sophia Moore,user210@example.com,Australia,2020-02-22
C00211,Emily Brown,user211@example.com,North America,2020-06-11
C00212,John Johnson,user212@example.com,Asia,2020-12-08
C00213,Mike Davis,user213@example.com,Asia,2022-05-13
C00214,Alex Taylor,user214@example.com,Australia,2023-03-27
C00215,John Davis,user215@example.com,Australia,2023-02-07
C00216,Jane Taylor,user216@example.com,North America,2020-04-18
C00217,Alex Taylor,user217@example.com,Australia,2021-08-19
C00218,Katie Taylor,user218@example.com,Europe,2021-06-13
C00219,Mike Taylor,user219@example.com,Europe,2022-05-01
C00220,Alex Taylor,user220@example.com,Europe,2023-12-12
C00221,Sophia Miller,user221@example.com,Asia,2022-05-08
C00222,Emily Miller,user222@example.com,Europe,2022-01-18
C00223,Sophia Davis,user223@example.com,Europe,2022-10-27
C00224,Chris Taylor,user224@example.com,Europe,2023-04-02
C00225,Jane Miller,user225@example.com,Europe,2021-10-25
C00226,Emily Miller,user226@example.com,North America,2020-10-08
C00227,Katie Wilson,user227@example.com,Europe,2021-07-08
C00228,Jane Brown,user228@example.com,Europe,2022-10-02
C00229,Alex Davis,user229@example.com,Asia,2022-04-16
C00230,Mike Brown,user230@example.com,North America,2020-01-27
C00231,Emily Johnson,user231@example.com,North America,2023-03-08
C00232,Mike Moore,user232@example.com,Europe,2022-05-03
C00233,Katie Taylor,user233@example.com,Asia,2023-11-19
C00234,Mike Smith,user234@example.com,Asia,2020-02-09
C00235,Emily Moore,user235@example.com,Asia,2023-08-17
C00236,Mike Smith,user236@example.com,North America,2022-05-23
C00237,Mike Taylor,user237@example.com,North America,2021-06-27
C00238,John Wilson,user238@example.com,Australia,2022-06-20
C00239,Chris Moore,user239@example.com,Europe,2020-11-14
C00240,Mike Davis,user240@example.com,Asia,2023-11-23
C00241,Sophia Davis,user241@example.com,Asia,2023-07-09
C00242,Chris Moore,user242@example.com,Asia,2021-06-10
C00243,Sophia Smith,user243@example.com,North America,2021-12-02
C00244,Mike Wilson,user244@example.com,Europe,2020-12-28
C00245,Mike Brown,user245@example.com,South America,2022-01-10
C00246,Sophia Brown,user246@example.com,Australia,2022-08-02
C00247,John Moore,user247@example.com,Australia,2021-03-21
C00248,John Johnson,user248@example.com,Australia,2022-07-16
C00249,Mike Brown,user249@example.com,Australia,2023-01-31
C00250,Sophia Brown,user250@example.com,Asia,2022-08-11
C00251,John Miller,user251@example.com,Europe,2023-11-24
C00252,Mike Wilson,user252@example.com,Australia,2021-05-28
C00253,Emily Taylor,user253@example.com,Europe,2022-08-19
C00254,Katie Wilson,user254@example.com,Europe,2022-10-10
C00255,Mike Miller,user255@example.com,Europe,2023-01-26
C00256,Mike Miller,user256@example.com,Europe,2023-01-03
C00257,Jane Taylor,user257@example.com,Asia,2021-06-18
C00258,John Smith,user258@example.com,Europe,2020-01-29
C00259,Katie Davis,user259@example.com,South America,2022-06-23
C00260,Jane Smith,user260@example.com,Europe,2020-01-08
C00261,John Davis,user261@example.com,Australia,2023-11-28
C00262,Emily Smith,user262@example.com,South America,2023-12-02
C00263,Alex Davis,user263@example.com,Europe,2023-05-26
C00264,Alex Taylor,user264@example.com,North America,2021-07-12
C00265,Jane Davis,user265@example.com,Australia,2022-05-03
C00266,Sophia Miller,user266@example.com,North America,2021-10-13
C00267,Katie Brown,user267@example.com,Asia,2022-09-07
C00268,Jane Brown,user268@example.com,Australia,2022-08-16
C00269,Chris Johnson,user269@example.com,Australia,2022-07-27
C00270,John Miller,user270@example.com,Europe,2020-04-18
C00271,Mike Moore,user271@example.com,North America,2022-06-07
C00272,Emily Johnson,user272@example.com,Europe,2020-06-25
C00273,Emily Johnson,user273@example.com,Asia,2020-10-18
C00274,Chris Johnson,user274@example.com,Asia,2023-06-13
C00275,John Wilson,user275@example.com,North America,2022-11-18
C00276,Mike Wilson,user276@example.com,Europe,2022-10-21
C00277,Jane Wilson,user277@example.com,Australia,2023-05-27
C00278,John Moore,user278@example.com,North America,2022-07-18
C00279,Sophia Johnson,user279@example.com,South America,2020-11-09
C00280,Mike Wilson,user280@example.com,Asia,2023-01-22
C00281,Sophia Brown,user281@example.com,Australia,2021-09-19
C00282,Mike Brown,user282@example.com,South America,2020-11-13
C00283,Chris Taylor,user283@example.com,Asia,2022-03-27
C00284,Sophia Moore,user284@example.com,Australia,2022-12-05
C00285,Chris Wilson,user285@example.com,Australia,2020-05-05
C00286,Emily Johnson,user286@example.com,Australia,2023-05-11
C00287,Chris Taylor,user287@example.com,Europe,2020-10-06
C00288,Emily Taylor,user288@example.com,North America,2022-11-15
C00289,Mike Wilson,user289@example.com,North America,2020-10-27
C00290,John Taylor,user290@example.com,Europe,2022-04-01
C00291,Katie Brown,user291@example.com,Europe,2023-11-08
C00292,Sophia Davis,user292@example.com,South America,2020-05-25
C00293,Katie Miller,user293@example.com,South America,2023-12-19
C00294,Katie Miller,user294@example.com,Europe,2023-08-11
C00295,Chris Smith,user295@example.com,North America,2022-02-12
C00296,Emily Johnson,user296@example.com,South America,2021-06-10
C00297,Emily Moore,user297@example.com,South America,2020-09-01
C00298,Sophia Davis,user298@example.com,Asia,2022-06-15
C00299,Sophia Taylor,user299@example.com,Australia,2020-02-24
C00300,Sophia Smith,user300@example.com,Asia,2020-01-03
C00301,Jane Miller,user301@example.com,Asia,2021-11-30
C00302,Emily Moore,user302@example.com,Europe,2021-02-05
C00303,Emily Miller,user303@example.com,North America,2022-10-06
C00304,Katie Taylor,user304@example.com,North America,2020-06-01
C00305,Katie Moore,user305@example.com,South America,2023-08-14
C00306,Katie Wilson,user306@example.com,Europe,2022-11-22
C00307,Sophia Miller,user307@example.com,Australia,2022-05-18
C00308,Chris Miller,user308@example.com,Asia,2020-03-09
C00309,Emily Johnson,user309@example.com,North America,2021-11-16
C00310,Emily Wilson,user310@example.com,Australia,2022-03-03
C00311,Jane Brown,user311@example.com,Europe,2022-03-25
C00312,Emily Davis,user312@example.com,South America,2023-01-16
C00313,Sophia Miller,user313@example.com,Asia,2022-11-21
C00314,Chris Johnson,user314@example.com,Australia,2020-01-22
C00315,Emily Miller,user315@example.com,North America,2021-02-16
C00316,Emily Wilson,user316@example.com,Australia,2020-06-01
C00317,Alex Miller,user317@example.com,Europe,2023-11-14
C00318,John Brown,user318@example.com,Europe,2023-08-06
C00319,Chris Smith,user319@example.com,South America,2022-04-02
C00320,John Miller,user320@example.com,South America,2022-02-13
C00321,Alex Taylor,user321@example.com,North America,2021-09-17
C00322,Jane Smith,user322@example.com,Europe,2022-08-24
C00323,Chris Taylor,user323@example.com,North America,2023-03-28
C00324,Sophia Taylor,user324@example.com,South America,2022-01-23
C00325,Katie Brown,user325@example.com,Asia,2023-07-26
C00326,John Miller,user326@example.com,Europe,2020-05-11
C00327,Sophia Johnson,user327@example.com,South America,2020-10-22
C00328,Jane Moore,user328@example.com,Europe,2022-08-12
C00329,Sophia Johnson,user329@example.com,South America,2023-04-08
C00330,John Brown,user330@example.com,Asia,2022-12-08
C00331,Alex Miller,user331@example.com,South America,2021-01-25
C00332,Jane Davis,user332@example.com,Asia,2020-09-09
C00333,Jane Moore,user333@example.com,Europe,2020-12-22
C00334,Emily Moore,user334@example.com,Australia,2021-06-21
C00335,Sophia Taylor,user335@example.com,South America,2020-09-30
C00336,Chris Moore,user336@example.com,Asia,2023-02-14
C00337,Chris Smith,user337@example.com,South America,2023-11-03
C00338,Jane Davis,user338@example.com,North America,2022-01-09
C00339,Emily Miller,user339@example.com,Europe,2021-05-02
C00340,Jane Brown,user340@example.com,North America,2022-02-03
C00341,Emily Brown,user341@example.com,Australia,2023-10-08
C00342,Jane Brown,user342@example.com,South America,2023-11-05
C00343,John Moore,user343@example.com,North America,2021-07-07
C00344,Sophia Taylor,user344@example.com,South America,2020-06-19
C00345,Chris Smith,user345@example.com,Europe,2022-03-27
C00346,Emily Miller,user346@example.com,North America,2020-02-06
C00347,Chris Taylor,user347@example.com,North America,2020-06-22
C00348,Jane Davis,user348@example.com,Australia,2023-03-27
C00349,Chris Davis,user349@example.com,Australia,2023-05-21
C00350,Mike Johnson,user350@example.com,Europe,2020-06-24
C00351,Emily Brown,user351@example.com,Australia,2023-06-17
C00352,Chris Brown,user352@example.com,Asia,2023-02-13
C00353,Jane Smith,user353@example.com,Asia,2023-10-26
C00354,Alex Miller,user354@example.com,Europe,2021-06-19
C00355,Chris Taylor,user355@example.com,Asia,2023-02-13
C00356,Jane Taylor,user356@example.com,North America,2020-02-10
C00357,Chris Moore,user357@example.com,Europe,2022-12-05
C00358,Chris Taylor,user358@example.com,Europe,2022-06-20
C00359,Sophia Johnson,user359@example.com,North America,2020-01-06
C00360,John Moore,user360@example.com,North America,2023-12-09
C00361,Katie Miller,user361@example.com,Asia,2020-08-30
C00362,John Johnson,user362@example.com,Europe,2022-08-23
C00363,Emily Smith,user363@example.com,Asia,2020-01-03
C00364,Chris Smith,user364@example.com,Asia,2023-11-18
C00365,Alex Taylor,user365@example.com,North America,2022-11-19
C00366,Sophia Miller,user366@example.com,Asia,2023-11-04
C00367,Alex Moore,user367@example.com,North America,2022-03-30
C00368,Sophia Johnson,user368@example.com,Asia,2022-09-22
C00369,Sophia Wilson,user369@example.com,Europe,2020-07-29
C00370,Mike Wilson,user370@example.com,Europe,2022-01-21
C00371,Katie Johnson,user371@example.com,North America,2020-12-15
C00372,Alex Wilson,user372@example.com,Australia,2020-03-21
C00373,Mike Taylor,user373@example.com,North America,2022-09-09
C00374,Chris Moore,user374@example.com,Asia,2022-08-15
C00375,John Taylor,user375@example.com,Europe,2023-08-21
C00376,Jane Wilson,user376@example.com,North America,2020-07-30
C00377,Chris Wilson,user377@example.com,Australia,2020-04-22
C00378,Jane Moore,user378@example.com,South America,2022-08-23
C00379,John Taylor,user379@example.com,South America,2021-08-07
C00380,Mike Smith,user380@example.com,Australia,2020-04-29
C00381,Emily Wilson,user381@example.com,South America,2021-08-06
C00382,Sophia Taylor,user382@example.com,Europe,2021-04-08
C00383,John Davis,user383@example.com,Asia,2021-04-05
C00384,Chris Brown,user384@example.com,South America,2022-05-19
C00385,Chris Taylor,user385@example.com,Australia,2023-01-27
C00386,Sophia Johnson,user386@example.com,Europe,2023-03-31
C00387,John Davis,user387@example.com,Asia,2022-02-02
C00388,Alex Miller,user388@example.com,Asia,2022-06-25
C00389,John Moore,user389@example.com,Europe,2023-05-07
C00390,Jane Davis,user390@example.com,Europe,2022-02-15
C00391,Jane Taylor,user391@example.com,North America,2022-07-16
C00392,Jane Brown,user392@example.com,Australia,2023-12-03
C00393,Sophia Miller,user393@example.com,Australia,2020-11-06
C00394,Chris Moore,user394@example.com,Europe,2023-08-20
C00395,Sophia Taylor,user395@example.com,Asia,2021-08-24
C00396,Emily Taylor,user396@example.com,Asia,2022-04-24
C00397,Alex Moore,user397@example.com,Australia,2020-06-19
C00398,Emily Brown,user398@example.com,North America,2023-10-03
C00399,Jane Miller,user399@example.com,Australia,2020-04-19
C00400,Mike Wilson,user400@example.com,Europe,2021-11-01
C00401,Chris Smith,user401@example.com,North America,2020-05-17
C00402,Chris Miller,user402@example.com,Asia,2020-07-06
C00403,Sophia Brown,user403@example.com,Australia,2020-03-12
C00404,Sophia Taylor,user404@example.com,South America,2023-03-14
C00405,Katie Wilson,user405@example.com,South America,2020-01-02
C00406,Mike Taylor,user406@example.com,North America,2020-04-14
C00407,Katie Davis,user407@example.com,South America,2023-10-17
C00408,Emily Moore,user408@example.com,South America,2022-08-18
C00409,Emily Moore,user409@example.com,South America,2020-04-14
C00410,John Wilson,user410@example.com,Australia,2020-08-05
C00411,Sophia Moore,user411@example.com,Europe,2022-10-13
C00412,Mike Brown,user412@example.com,Europe,2023-02-11
C00413,Sophia Smith,user413@example.com,Europe,2022-01-11
C00414,Alex Wilson,user414@example.com,Europe,2020-02-27
C00415,Jane Taylor,user415@example.com,Australia,2020-12-27
C00416,Jane Taylor,user416@example.com,Australia,2020-01-25
C00417,John Brown,user417@example.com,Australia,2022-02-01
C00418,Mike Brown,user418@example.com,South America,2020-04-08
C00419,Jane Taylor,user419@example.com,Asia,2020-10-31
C00420,Chris Wilson,user420@example.com,North America,2021-12-13
C00421,Mike Johnson,user421@example.com,Asia,2023-09-24
C00422,Katie Moore,user422@example.com,Australia,2021-08-14
C00423,Katie Taylor,user423@example.com,North America,2023-03-03
C00424,John Johnson,user424@example.com,Europe,2022-08-27
C00425,Emily Miller,user425@example.com,Asia,2020-11-30
C00426,Emily Johnson,user426@example.com,South America,2023-11-06
C00427,Mike Johnson,user427@example.com,Australia,2023-07-07
C00428,Jane Taylor,user428@example.com,Asia,2021-04-15
C00429,Alex Miller,user429@example.com,South America,2023-12-11
C00430,John Smith,user430@example.com,Asia,2023-10-30
C00431,Katie Smith,user431@example.com,North America,2023-06-19
C00432,Chris Wilson,user432@example.com,Australia,2020-12-25
C00433,Katie Moore,user433@example.com,Asia,2020-03-08
C00434,Alex Davis,user434@example.com,Australia,2020-06-16
C00435,Mike Brown,user435@example.com,Asia,2020-01-25
C00436,Alex Brown,user436@example.com,Australia,2023-10-13
C00437,Jane Moore,user437@example.com,Australia,2020-12-18
C00438,Emily Taylor,user438@example.com,Europe,2023-06-23
C00439,Alex Davis,user439@example.com,Australia,2022-08-21
C00440,Sophia Miller,user440@example.com,Europe,2022-01-16
C00441,Sophia Miller,user441@example.com,Asia,2023-07-02
C00442,John Taylor,user442@example.com,South America,2023-05-20
C00443,Chris Brown,user443@example.com,South America,2022-08-27
C00444,Jane Taylor,user444@example.com,Europe,2021-07-04
C00445,Katie Miller,user445@example.com,South America,2023-08-20
C00446,Mike Miller,user446@example.com,Europe,2022-08-01
C00447,Sophia Miller,user447@example.com,North America,2023-10-13
C00448,Emily Moore,user448@example.com,Australia,2023-11-19
C00449,Sophia Johnson,user449@example.com,Asia,2023-09-01
C00450,Emily Moore,user450@example.com,South America,2023-09-21
C00451,Katie Miller,user451@example.com,South America,2021-11-14
C00452,Chris Smith,user452@example.com,Europe,2023-08-03
C00453,Mike Miller,user453@example.com,Australia,2021-04-16
C00454,John Smith,user454@example.com,Europe,2023-05-12
C00455,Sophia Miller,user455@example.com,Asia,2022-05-14
C00456,Emily Wilson,user456@example.com,Asia,2021-10-20
C00457,Emily Davis,user457@example.com,Europe,2023-05-03
C00458,Chris Brown,user458@example.com,Asia,2022-07-13
C00459,Jane Smith,user459@example.com,Asia,2021-09-25
C00460,Chris Taylor,user460@example.com,North America,2021-06-05
C00461,John Wilson,user461@example.com,Australia,2020-12-08
C00462,Alex Johnson,user462@example.com,South America,2021-12-10
C00463,Chris Wilson,user463@example.com,Europe,2020-11-05
C00464,Mike Brown,user464@example.com,Australia,2022-02-24
C00465,Emily Brown,user465@example.com,Europe,2023-09-20
C00466,Katie Miller,user466@example.com,Europe,2023-10-20
C00467,Alex Miller,user467@example.com,Europe,2023-10-25
C00468,Sophia Miller,user468@example.com,Asia,2023-06-14
C00469,Katie Johnson,user469@example.com,North America,2021-06-12
C00470,Sophia Johnson,user470@example.com,North America,2023-10-02
C00471,Alex Davis,user471@example.com,Australia,2023-08-21
C00472,Mike Wilson,user472@example.com,Europe,2020-12-05
C00473,Jane Moore,user473@example.com,Asia,2020-04-25
C00474,John Miller,user474@example.com,South America,2021-07-30
C00475,Jane Taylor,user475@example.com,Europe,2020-06-19
C00476,Katie Miller,user476@example.com,Asia,2022-04-08
C00477,Mike Wilson,user477@example.com,South America,2021-08-05
C00478,Jane Davis,user478@example.com,Europe,2020-08-19
C00479,Sophia Smith,user479@example.com,Australia,2021-12-16
C00480,Katie Davis,user480@example.com,South America,2021-03-08
C00481,Jane Taylor,user481@example.com,Europe,2022-06-21
C00482,Chris Moore,user482@example.com,Australia,2021-08-20
C00483,Jane Brown,user483@example.com,Asia,2020-03-21
